plate_id,n_wells,duration_hours,recorded_events,detected_spikes,matched_events,untagged_spikes,missed_recorded,untagged_spike_times,missed_recorded_times
5157acd5-6438-4b92-9278-c0a120b46185,37,0.5666666666666667,0,0,0,0,0,[],[]
