drug,fourier_dim_0,fourier_dim_1,fourier_dim_2,fourier_dim_3,fourier_dim_4,fourier_dim_5,fourier_dim_6,fourier_dim_7,fourier_dim_8,fourier_dim_9,sax_dim_0,sax_dim_1,sax_dim_2,sax_dim_3,sax_dim_4,sax_dim_5,sax_dim_6,sax_dim_7,sax_dim_8,sax_dim_9,catch22_dim_0,catch22_dim_1,catch22_dim_2,catch22_dim_3,catch22_dim_4,catch22_dim_5,catch22_dim_6,catch22_dim_7,catch22_dim_8,catch22_dim_9,custom_dim_0,custom_dim_1,custom_dim_2,custom_dim_3,custom_dim_4,custom_dim_5,custom_dim_6,custom_dim_7,custom_dim_8,dili_risk_numeric,molecular_weight,logp
Acalabrutinib,-0.5318917416788372,-0.506465043714408,-0.045897840195644635,0.5897762531105243,-0.2366713083915844,0.41968086992384784,1.594055870752954,0.1011689900434201,0.6166264771300012,1.3654750123725772,1.0416868949820848,-0.3052116551272892,-0.31709008537966815,-0.8070162287163862,-0.34025538298667607,0.794237991320073,-0.5204633060794287,-0.44572640492508625,1.0833095702687312,0.006325852064652819,0.7434617914510337,0.1656324095868619,-0.6220076497641976,-0.38851208239816826,-0.9142127632484051,1.0273037786412549,-0.6806418408902165,-0.5888298810861688,-0.5319087952180944,0.2864538198965228,-0.4984387753891816,-0.022956419238152698,-0.13373961402609783,1.537724384318031,1.570256593306161,-0.3578716100707459,-0.6051797535904455,-0.7296045724981964,-0.08588958695631031,1.0,465.5,3.0
Hydroxyurea,-0.31659026065368057,-0.3659893046704238,-0.6978416559715425,-1.2074399372926703,-1.3426373047311622,-1.1784029821419657,-1.0442552968246233,-1.158068765483313,-1.0088738243538942,-1.183727165743773,1.2547649079663363,-0.5007221706054233,-0.5247303075868042,0.3890813948932913,0.18730941862505635,0.4925864854473179,-0.41150870130562306,-0.5100466075504227,-0.15715209363558166,-0.30732926235927316,1.0693854263737679,0.5297788001437976,-0.7416286746829865,-0.7459488208699262,-1.4178700187342506,1.6393479877664123,-0.877291367819027,-0.25168472911866707,-0.4336217606820652,-0.5093363793402989,-0.74353647965278,-1.0092659469384935,-0.056818870716762816,-1.1011086303513744,-1.08147786800211,-0.934320091958803,-0.6536701179256129,-0.5348593693964251,-1.3013558930432647,2.0,76.055,-1.8
Nilotinib,-0.39486090143037905,-0.4200608972341833,-0.5122986028235965,-0.7362896437328512,-0.7361037005796519,-0.6824831654230344,-0.8182782099121434,-0.5547345556322106,-0.5085130620533853,-0.834903019665567,1.0186692083942797,-0.2970653836490336,-0.19349471501827767,0.681460813997879,0.4291099526971003,0.10155675561226506,-0.3606632190778472,-0.4499212007484778,-0.03485305634924096,0.20671661961327223,0.791318316450668,0.2465223283676994,-0.5558876747247138,-0.4403026360499204,-0.9962408805956423,0.7355045743470597,-0.17426072922623817,-0.5600698286961096,-0.06235799625749929,-0.6318360024058433,-0.6297185075048523,-0.6220112677511579,-0.007300366790258423,-0.2795096072641939,-0.2765302648510682,-0.6238152459823576,-0.5962968241300958,-0.7921697330279293,-0.56357400249463,2.0,529.5,4.9
Entrectinib,0.41803806801518767,0.3091673969876452,-0.14448940642871638,-0.3768078369521577,-0.6121938160632813,-0.5812747448283425,-0.243758952107382,-0.30587439728140897,-0.758143986390971,-0.32530266317304196,-0.6266078158735411,0.6131732662634197,0.03886458126113633,-0.20896741691154755,-0.2413369826844762,-0.11071652629819222,0.5908736626133876,1.0392313165555096,-0.06979563843105259,-0.38574304096525464,-0.006662309103795172,0.1452085041102413,-0.1811760444612507,-0.12719278620453012,-0.36137311530763455,0.40285343091460135,0.7782711416130513,0.18189118674491572,-0.3051765132291389,-0.21423964232887274,0.19067618824324237,0.2057812857272871,-1.211966654736566,0.26404621179244253,0.6041278437054122,0.1459013046747766,0.1874227635504579,-0.10031952345491073,0.9790219121173241,0.0,560.6,5.7
Selpercatinib,0.25838897200729116,0.24382526055903725,0.013830084152617559,0.5231648411666566,-0.29097479349084676,0.28154697811487267,1.2247869641059907,-0.03343283702627188,0.47467313969845115,1.0314841846608014,0.4070790708706223,-0.4904321434749952,-0.46540452981333663,-0.8070162287163862,-0.340255382986676,0.492586485447318,-0.5613212828696057,-0.568773749077904,0.6989411673688034,0.08473963067063428,1.0349229861494644,0.7781621709856356,0.21246105712137212,-0.03653656223766712,-0.0911254336416963,0.7387739944046939,-1.0444949446422664,0.19228347458334055,0.2775756274576093,0.37257647275822653,0.2491076191108264,0.46049212048600324,-0.002925738244329853,1.5474996976867392,1.5431983794799036,-0.15107081109369538,0.17468001664212357,0.11453707175113823,-0.3374500854941548,0.0,525.6,2.5
Tretinoin,-0.4785204807834158,-0.45220605114732704,-0.2907865230829298,-0.7613685981226009,-0.47413188842544735,-0.6449454992424072,-0.6156830256646011,-0.4014003630351528,-0.4354744376069185,-0.6995992348061825,1.0075345442419523,-0.4827146231271741,-0.3912473075965024,0.6283009196152267,-0.34025538298667607,-0.16099177727698472,-0.4033371059475877,-0.3450513051636899,-0.3318650040446398,-0.12436377894531635,0.609320999290027,-0.0017755420001316993,-0.4335684605714279,-0.4275597933236544,-0.7841765596754023,0.4257013484938387,-0.008944713307201799,-0.3843676598929742,-0.2594317752257941,0.32613778739162164,-0.44417918631582987,-0.5673622945980739,0.45586455163328277,-0.03648613154801927,-0.16461120943343582,-0.06923943802458767,-0.5343133953471729,-0.7193259980112362,-0.6290988725324925,2.0,300.4,6.3
Pralatrexate,1.305830471205569,1.4179423655514036,0.8490174680741067,-0.4704876685824682,-1.004443849161722,-1.0285638258580188,-1.1291250033683304,-0.9938066384187847,-1.0567185493312097,-1.2460919647075352,-1.0568457961137734,-0.3463717636490017,-0.5543931964735378,-0.8070162287163862,-0.340255382986676,-0.5631937851073249,-0.4060609710669328,-0.30030681638084716,-0.06979563843105256,0.26770511408459113,0.22936085436045744,0.4545963772334482,2.8546604017913784,2.173345427412399,2.719865083157072,-0.619727656480736,-1.886896216543589,1.7143911212437892,2.127780236243693,-1.1936737336972687,1.5454356235061706,1.8504563418257562,0.5498585372641532,1.1295943495869554,0.9711650879930706,0.11993090750346323,2.0825772443514325,2.0762002087039897,-0.9552160244295113,2.0,477.5,-0.9
Mitotane,-0.4404853422066332,-0.48303185287668143,-0.6437021935204835,-0.7991967993842962,-0.27651329616209835,-0.349726358962287,-0.8678191819840011,-0.4452921468197652,0.2395580964005715,-0.11212309838201592,0.5832834302669225,-0.28977661443164704,1.3292002478340526,0.20966675135183957,-0.04350018208007662,-0.4626432831497399,-0.04651077531337462,-0.3450513051636899,-0.593934369658227,-0.15050170514731018,0.027472751445946686,-0.3168488518209122,-0.5318341969501991,-0.4253753059991517,-0.6533592728382995,-0.12754093794433222,0.3878549080454866,-0.46122225367481323,-0.3776449224369828,0.5114703589910724,-0.44314082195064725,-0.6572133409447588,0.09677956323460049,-0.5504985642016559,-0.5759021086536829,-0.11205018827013882,-0.5474162667260521,-0.9260744630086302,-0.33183597945236537,1.0,320.0,6.2
Umbralisib,-0.28077272587498303,-0.2821769012259122,-0.35682711596127625,-0.3105471786749191,-0.21354929317781893,-0.7308039468406937,-0.17457930336476019,0.1917945479888356,-0.5606803483685947,-0.7954385414622427,0.22393538921238315,0.4228077643504996,-0.4654045298133367,0.3292765137128074,0.7478470203375219,0.6601706553766263,0.5445679555845204,0.13315541870294265,-0.06979563843105256,-0.04595000033933485,-0.2185099743270957,-0.10545405644051001,-0.3984060527425492,-0.5236772356017743,-0.3505620371035514,0.6443843008773696,0.5719435751390535,-0.3493238985773557,-0.2908386750219534,-0.5182019465466507,-0.571996983956348,-0.3705985331057518,-0.904222965267187,-0.3435868061445316,-0.08806891507930062,-0.24988236469515357,-0.6541042670255558,-1.0127932385988683,0.4286784202344999,4.0,571.5,5.8
Cabazitaxel,-0.2223828236706333,-0.2888512775237281,-0.8000085570000722,-1.360932339258508,-1.4015414313126127,-1.296414483595335,-1.2791381437637395,-1.380367021917543,-1.327342731896144,-1.5023871120496417,1.0076706093843433,-0.5238747316488865,-0.8065277520107744,-0.009617812976601327,-0.34025538298667607,0.040109226638185315,-0.3570313989187204,-0.3758131412018944,-0.5764630786173212,-0.46415681957123617,0.312833223194278,0.34219164435765875,-0.3964336101845122,-0.3835969859180372,-0.8815076861586462,0.32632777981104083,-1.6671841272943315,-0.26183533584457036,0.06247872136196735,-0.18975379004466283,-0.8271959721876037,-0.7648673464818866,-0.7097337992878926,-1.0022231096663106,-0.7992387868936476,-1.353131216570538,-0.5696686276608667,0.5099423762739743,-1.4774559558894336,1.0,835.9,2.7
Bosutinib,0.265236739754772,0.24719915643363016,0.13274868220413508,0.22601453443466196,0.24986781559504842,-0.8505191908142643,0.1377996776042272,0.1658502199250759,-0.9839946454983376,-0.5103397240888442,-0.1494273615084257,-0.19716637025779407,-0.3170900853796681,0.26947163253232337,-0.34025538298667607,-0.5129185341285324,-0.24262906390622457,-0.19963171661945076,-0.1920946757173933,0.006325852064652804,-0.11056117901870045,-0.24921665547306765,-0.19325457044786312,0.0912559462457421,0.12665342267372812,-0.4549278262755698,-0.32832001829838997,0.6287595637971816,-0.3556485938567165,0.030196710646257157,0.15485549844169183,-0.03462513786078092,-0.5660998050293592,-0.1690708777233302,-0.00925323196409465,0.30318123422565385,-0.15095604882389807,-0.329340122238583,-0.5787990371524441,4.0,530.4,5.4
Carboplatin,-0.16629309096593517,-0.1861286300906783,-0.38952208004884387,-0.38024058755341034,-0.177159549028539,0.032514329885795966,-0.08244170371595612,-0.16399703353617115,0.15085521416776115,-0.0016979484008096308,-0.915133950313583,0.456250352524391,-0.38383158537481893,-0.03952025356684322,0.23676861877615618,-0.38723040668155106,0.6371793696422551,0.8322880559348613,-0.09600257499241129,-0.0067431110363441,-0.35544708118754614,-0.08169562584104899,0.19734672817365387,0.12484243885997148,0.18541865439382743,-0.2871216658877791,0.9779064466994193,-0.20987389665244646,0.910357831211837,0.09120025642329732,0.02584054342021704,0.016561717740503485,-0.22633614097925112,-0.1771484154384444,-0.11288788785731874,0.33405265825679603,0.0642542974193766,-0.4018891208918202,1.1402129017467688,2.0,371.25,
Ceritinib,0.09527063329173455,0.15601732056478243,0.0070858697053244,-0.29939050882547535,-0.30479081216086434,-0.3060027046376899,-1.0174471234236424,-0.591476540228773,0.003583194017714532,-0.5214140312939595,0.7390780183045776,-0.4158294467793914,0.39481924790194084,0.3691464344997966,0.12136381842358979,0.5428617364261105,-0.32979274772526895,-0.5380119130396995,-0.1047382205128642,0.4768085237005418,0.973963321480908,0.6243183667234723,-0.25291861921983755,-0.10452873021281446,-0.7106010335488332,1.1599243420566143,-0.470401875451143,-0.05858152021398334,-0.1951121378905307,0.2277722083878129,-0.15292912331022604,-0.012527769241885447,0.03395489537237234,0.02761967751647679,0.017975871252454163,-0.6916630672620302,-0.07941330065421136,-0.050032956237977703,-0.302023613772546,2.0,558.1,6.4
